"fips","pop","state","mpg","cyl","disp","hp","drat","qsec","vs","am","gear","carb","wt_lbs","id","mod_flag","speed_lim","ticket_amount"
"53",707,"Washington",19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",FALSE,70,0
"53",707,"Washington",15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",FALSE,70,0
"53",707,"Washington",21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",FALSE,70,0
"53",707,"Washington",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"53",707,"Washington",13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",FALSE,70,944
"53",707,"Washington",19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",FALSE,70,976
"53",707,"Washington",10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",FALSE,70,0
"53",707,"Washington",14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",FALSE,70,0
"53",707,"Washington",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"53",707,"Washington",15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",FALSE,70,1158
"53",707,"Washington",21.4,4,121,132,4.11,18.6,1,1,4,2,2491,"car_type_32",TRUE,70,0
"53",707,"Washington",24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",FALSE,70,0
"53",707,"Washington",16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",FALSE,70,0
"53",707,"Washington",15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",FALSE,70,0
"53",707,"Washington",18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",FALSE,70,0
"53",707,"Washington",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"53",707,"Washington",22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",FALSE,70,0
"53",707,"Washington",15.2,8,275.8,201,3.07,18,0,0,3,3,3591,"car_type_14",TRUE,70,834
"53",707,"Washington",21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",FALSE,70,0
"53",707,"Washington",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"53",707,"Washington",18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",FALSE,70,0
"53",707,"Washington",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"53",707,"Washington",15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",FALSE,70,0
"53",707,"Washington",21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",FALSE,70,0
"53",707,"Washington",22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",FALSE,70,0
"53",707,"Washington",30.4,4,75.7,64,4.93,18.52,1,1,4,2,1485,"car_type_19",TRUE,70,0
"53",707,"Washington",24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",FALSE,70,0
"53",707,"Washington",14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",FALSE,70,952
"53",707,"Washington",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"53",707,"Washington",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"53",707,"Washington",24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",FALSE,70,0
"53",707,"Washington",19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",FALSE,70,0
"53",707,"Washington",15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",FALSE,70,0
"53",707,"Washington",21.4,6,258,120,3.08,19.44,1,0,3,1,2671,"car_type_4",TRUE,70,780
"53",707,"Washington",18.1,6,225,134,2.76,20.22,1,0,3,1,3237,"car_type_6",TRUE,70,0
"53",707,"Washington",24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",FALSE,70,0
"53",707,"Washington",10.4,8,460,264,3,17.82,0,0,3,4,4857,"car_type_16",TRUE,70,1060
"53",707,"Washington",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,0
"53",707,"Washington",19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",FALSE,70,960
"53",707,"Washington",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,982
"53",707,"Washington",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"53",707,"Washington",22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",FALSE,70,0
"53",707,"Washington",24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",FALSE,70,0
"53",707,"Washington",21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",FALSE,70,0
"53",707,"Washington",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"53",707,"Washington",14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",FALSE,70,0
"53",707,"Washington",22.8,4,140.8,120,3.92,22.9,1,0,4,2,2895,"car_type_9",TRUE,70,0
"53",707,"Washington",15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",FALSE,70,992
"53",707,"Washington",19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",FALSE,70,0
"53",707,"Washington",16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",FALSE,70,0
"53",707,"Washington",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"53",707,"Washington",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"53",707,"Washington",19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",FALSE,70,0
"53",707,"Washington",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"53",707,"Washington",17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",FALSE,70,0
"53",707,"Washington",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"53",707,"Washington",15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",FALSE,70,0
"53",707,"Washington",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"53",707,"Washington",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"53",707,"Washington",19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",FALSE,70,0
"53",707,"Washington",30.4,4,75.7,61,4.93,18.52,1,1,4,2,1421,"car_type_19",TRUE,70,936
"53",707,"Washington",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,1213
"53",707,"Washington",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"53",707,"Washington",14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",FALSE,70,0
"53",707,"Washington",15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",FALSE,70,0
"53",707,"Washington",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"53",707,"Washington",21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",FALSE,70,0
"53",707,"Washington",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"53",707,"Washington",10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",FALSE,70,0
"53",707,"Washington",19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",FALSE,70,842
"53",707,"Washington",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"53",707,"Washington",15.8,8,351,324,4.22,14.5,0,1,5,4,2591,"car_type_29",TRUE,70,0
"53",707,"Washington",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"53",707,"Washington",19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",FALSE,70,1055
"53",707,"Washington",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"53",707,"Washington",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"53",707,"Washington",15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",FALSE,70,1151
"53",707,"Washington",30.4,4,75.7,62,4.93,18.52,1,1,4,2,1436,"car_type_19",TRUE,70,966
"53",707,"Washington",15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",FALSE,70,1203
"53",707,"Washington",18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",FALSE,70,0
"53",707,"Washington",33.9,4,71.1,75,4.22,19.9,1,1,4,1,1685,"car_type_20",TRUE,70,895
"53",707,"Washington",19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",FALSE,70,0
"53",707,"Washington",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,0
"53",707,"Washington",13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",FALSE,70,1020
"53",707,"Washington",21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",FALSE,70,0
"53",707,"Washington",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,0
"53",707,"Washington",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"53",707,"Washington",21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",FALSE,70,0
"53",707,"Washington",15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",FALSE,70,0
"53",707,"Washington",15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",FALSE,70,0
"53",707,"Washington",30.4,4,75.7,62,4.93,18.52,1,1,4,2,1562,"car_type_19",TRUE,70,0
"53",707,"Washington",24.4,4,146.7,78,3.69,20,1,0,4,2,2868,"car_type_8",TRUE,70,0
"53",707,"Washington",16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",FALSE,70,0
"53",707,"Washington",18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",FALSE,70,0
"53",707,"Washington",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"53",707,"Washington",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"53",707,"Washington",18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",FALSE,70,0
"53",707,"Washington",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"53",707,"Washington",21.4,4,121,117,4.11,18.6,1,1,4,2,2616,"car_type_32",TRUE,70,752
"53",707,"Washington",15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",FALSE,70,0
"53",707,"Washington",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"53",707,"Washington",10.4,8,472,270,2.93,17.98,0,0,3,4,4981,"car_type_15",TRUE,70,1235
"53",707,"Washington",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"53",707,"Washington",13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",FALSE,70,0
"53",707,"Washington",14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",FALSE,70,859
"53",707,"Washington",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"53",707,"Washington",22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",FALSE,70,0
"53",707,"Washington",21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",FALSE,70,0
"53",707,"Washington",15.8,8,351,306,4.22,14.5,0,1,5,4,2919,"car_type_29",TRUE,70,0
"53",707,"Washington",17.8,6,167.6,144,3.92,18.9,1,0,4,4,3440,"car_type_11",TRUE,70,0
"53",707,"Washington",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,0
"53",707,"Washington",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,0
"53",707,"Washington",15.2,8,275.8,217,3.07,18,0,0,3,3,3603,"car_type_14",TRUE,70,1006
"53",707,"Washington",15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",FALSE,70,0
"53",707,"Washington",19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",FALSE,70,0
"53",707,"Washington",18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",FALSE,70,0
"53",707,"Washington",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"53",707,"Washington",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"53",707,"Washington",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"53",707,"Washington",13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",FALSE,70,0
"53",707,"Washington",21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",FALSE,70,0
"53",707,"Washington",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"53",707,"Washington",21,6,160,125,3.9,16.46,0,1,4,4,2499,"car_type_1",TRUE,70,0
"53",707,"Washington",21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",FALSE,70,0
"53",707,"Washington",26,4,120.3,114,4.43,16.7,0,1,5,2,1903,"car_type_27",TRUE,70,1114
"53",707,"Washington",24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",FALSE,70,0
"53",707,"Washington",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"53",707,"Washington",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"53",707,"Washington",17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",FALSE,70,0
"53",707,"Washington",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,0
"53",707,"Washington",22.8,4,108,113,3.85,18.61,1,1,4,1,2080,"car_type_3",TRUE,70,0
"53",707,"Washington",18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",FALSE,70,0
"53",707,"Washington",19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",FALSE,70,0
"53",707,"Washington",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"53",707,"Washington",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
